State,Year,Indicator,Value
CT,2022,"Opioids (T40.0-T40.4,T40.6)","1,387"
CT,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",292
CT,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,380"
CT,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",288
CT,2022,Methadone (T40.3),115
CT,2022,"Opioids (T40.0-T40.4,T40.6)","1,338"
CT,2022,Psychostimulants with abuse potential (T43.6),78
CT,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,334"
CT,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,337"
CT,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",299
DE,2019,Heroin ,147
CT,2022,"Opioids (T40.0-T40.4,T40.6)","1,342"
CT,2022,Psychostimulants with abuse potential (T43.6),81
CT,2022,Methadone (T40.3),114
CT,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,312"
CT,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",294
CT,2022,"Opioids (T40.0-T40.4,T40.6)","1,318"
CT,2022,Methadone (T40.3),115
CT,2022,Psychostimulants with abuse potential (T43.6),82
DE,2015,Number of Drug Overdose Deaths,210
DE,2015,Number of Deaths,"8,686"
DE,2016,Number of Deaths,"8,980"
DE,2016,Number of Drug Overdose Deaths,285
DE,2017,Number of Deaths,"9,150"
DE,2017,Number of Drug Overdose Deaths,345
DE,2018,Methadone (T40.3),24
DE,2018,Other natural & semi-synthetic opioids,71
DE,2018,"Synthetic opioids, excl. methadone and rehabilitory compounds",301
DE,2018,"Opioids (T40.0-T40.4,T40.6)",298
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",262
DE,2018,Cocaine,149
DE,2018,"Opioids (T40.0-T40.4,T40.6)",333
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",78
DE,2018,Psychostimulants with abuse potential (T43.6),12
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",293
DE,2018,Methadone (T40.3),22
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",323
DE,2018,Methadone (T40.3),24
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85
DE,2018,Psychostimulants with abuse potential (T43.6),13
DE,2018,"Opioids (T40.0-T40.4,T40.6)",361
DE,2018,Psychostimulants with abuse potential (T43.6),11
DE,2018,Methadone (T40.3),23
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",276
DE,2018,"Opioids (T40.0-T40.4,T40.6)",314
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",80
DE,2018,"Opioids (T40.0-T40.4,T40.6)",314
DE,2018,Methadone (T40.3),22
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",277
DE,2018,Methadone (T40.3),23
DE,2018,"Opioids (T40.0-T40.4,T40.6)",288
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",250
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87
DE,2018,Methadone (T40.3),25
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",267
DE,2018,"Opioids (T40.0-T40.4,T40.6)",308
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",83
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",325
DE,2018,Number of Drug Overdose Deaths,405
DE,2018,Psychostimulants with abuse potential (T43.6),13
DE,2018,Methadone (T40.3),26
DE,2018,"Opioids (T40.0-T40.4,T40.6)",364
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87
DE,2018,Methadone (T40.3),23
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",323
DE,2018,Number of Deaths,"9,547"
DE,2018,Psychostimulants with abuse potential (T43.6),12
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",89
DE,2018,"Opioids (T40.0-T40.4,T40.6)",362
DE,2018,Psychostimulants with abuse potential (T43.6),11
DE,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",310
DE,2018,Methadone (T40.3),22
DE,2018,"Opioids (T40.0-T40.4,T40.6)",349
DE,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85
DE,2019,Methadone (T40.3),20
DE,2019,"Opioids (T40.0-T40.4,T40.6)",347
DE,2020,Heroin ,117
DE,2019,Psychostimulants with abuse potential (T43.6),19
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",74
DE,2019,"Synthetic opioids, excl. methadone and rehabilitory compounds",336
DE,2019,Other natural & semi-synthetic opioids,64
DE,2019,Cocaine,160
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",314
DE,2019,Methadone (T40.3),24
DE,2019,Psychostimulants with abuse potential (T43.6),19
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81
DE,2019,"Opioids (T40.0-T40.4,T40.6)",373
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",348
DE,2019,Methadone (T40.3),26
DE,2019,Psychostimulants with abuse potential (T43.6),22
DE,2019,"Opioids (T40.0-T40.4,T40.6)",382
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",368
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",73
DE,2019,Psychostimulants with abuse potential (T43.6),17
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82
DE,2019,Methadone (T40.3),21
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",324
DE,2019,"Opioids (T40.0-T40.4,T40.6)",360
DE,2019,Psychostimulants with abuse potential (T43.6),13
DE,2019,Methadone (T40.3),23
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",328
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",84
DE,2019,"Opioids (T40.0-T40.4,T40.6)",364
DE,2019,Number of Deaths,"9,443"
DE,2019,Number of Drug Overdose Deaths,427
DE,2019,"Opioids (T40.0-T40.4,T40.6)",379
DE,2019,Psychostimulants with abuse potential (T43.6),19
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",349
DE,2019,Methadone (T40.3),22
DE,2019,"Opioids (T40.0-T40.4,T40.6)",370
DE,2019,Psychostimulants with abuse potential (T43.6),20
DE,2019,Methadone (T40.3),21
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",80
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",338
DE,2019,Psychostimulants with abuse potential (T43.6),20
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",315
DE,2019,Methadone (T40.3),21
DE,2019,"Opioids (T40.0-T40.4,T40.6)",350
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76
DE,2019,Psychostimulants with abuse potential (T43.6),20
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",326
DE,2019,Methadone (T40.3),21
DE,2019,"Opioids (T40.0-T40.4,T40.6)",357
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",75
DE,2019,Psychostimulants with abuse potential (T43.6),21
DE,2019,Methadone (T40.3),25
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",343
DE,2019,"Opioids (T40.0-T40.4,T40.6)",359
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",71
DE,2019,Psychostimulants with abuse potential (T43.6),19
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",74
DE,2019,"Opioids (T40.0-T40.4,T40.6)",362
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",343
DE,2019,Methadone (T40.3),27
DE,2019,Psychostimulants with abuse potential (T43.6),19
DE,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76
DE,2020,Heroin ,92
DE,2019,Methadone (T40.3),27
DE,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",346
DE,2019,"Opioids (T40.0-T40.4,T40.6)",370
DE,2020,Psychostimulants with abuse potential (T43.6),29
DE,2020,"Synthetic opioids, excl. methadone and rehabilitory compounds",402
DE,2020,"Opioids (T40.0-T40.4,T40.6)",429
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",417
DE,2021,Heroin ,91
DE,2020,Other natural & semi-synthetic opioids,55
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",83
DE,2020,Methadone (T40.3),35
DE,2020,Cocaine,175
DE,2020,Psychostimulants with abuse potential (T43.6),44
DE,2020,Methadone (T40.3),36
DE,2020,"Opioids (T40.0-T40.4,T40.6)",442
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",434
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",79
DE,2020,"Opioids (T40.0-T40.4,T40.6)",411
DE,2020,Psychostimulants with abuse potential (T43.6),50
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82
DE,2020,Methadone (T40.3),37
DE,2020,Number of Deaths,"10,990"
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",404
DE,2020,Psychostimulants with abuse potential (T43.6),25
DE,2020,Methadone (T40.3),30
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",397
DE,2020,"Opioids (T40.0-T40.4,T40.6)",407
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",78
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",376
DE,2020,Psychostimulants with abuse potential (T43.6),25
DE,2020,"Opioids (T40.0-T40.4,T40.6)",388
DE,2020,Methadone (T40.3),27
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",73
DE,2020,Psychostimulants with abuse potential (T43.6),41
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81
DE,2020,Methadone (T40.3),34
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",434
DE,2020,"Opioids (T40.0-T40.4,T40.6)",442
DE,2020,"Opioids (T40.0-T40.4,T40.6)",443
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",434
DE,2020,Psychostimulants with abuse potential (T43.6),38
DE,2020,Methadone (T40.3),35
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85
DE,2020,Psychostimulants with abuse potential (T43.6),25
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",406
DE,2020,"Opioids (T40.0-T40.4,T40.6)",418
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81
DE,2020,Methadone (T40.3),33
DE,2020,"Opioids (T40.0-T40.4,T40.6)",440
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86
DE,2020,Methadone (T40.3),35
DE,2020,Psychostimulants with abuse potential (T43.6),33
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",430
DE,2020,"Opioids (T40.0-T40.4,T40.6)",431
DE,2020,Psychostimulants with abuse potential (T43.6),49
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",424
DE,2020,Methadone (T40.3),38
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87
DE,2020,Psychostimulants with abuse potential (T43.6),51
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",434
DE,2020,"Opioids (T40.0-T40.4,T40.6)",440
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82
DE,2020,Methadone (T40.3),37
DE,2020,Psychostimulants with abuse potential (T43.6),46
DE,2020,Number of Drug Overdose Deaths,476
DE,2020,"Opioids (T40.0-T40.4,T40.6)",441
DE,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",80
DE,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",434
DE,2020,Methadone (T40.3),35
DE,2021,Psychostimulants with abuse potential (T43.6),51
DE,2021,"Opioids (T40.0-T40.4,T40.6)",419
DE,2021,Other natural & semi-synthetic opioids,51
DE,2021,"Synthetic opioids, excl. methadone and rehabilitory compounds",409
DE,2021,Methadone (T40.3),41
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",415
DE,2022,Heroin ,64
DE,2021,Cocaine,197
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",398
DE,2021,Psychostimulants with abuse potential (T43.6),48
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",79
DE,2021,"Opioids (T40.0-T40.4,T40.6)",404
DE,2021,Methadone (T40.3),36
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",440
DE,2021,Number of Drug Overdose Deaths,502
DE,2021,"Opioids (T40.0-T40.4,T40.6)",447
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82
DE,2021,Psychostimulants with abuse potential (T43.6),52
DE,2021,Methadone (T40.3),37
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85
DE,2021,"Opioids (T40.0-T40.4,T40.6)",415
DE,2021,Psychostimulants with abuse potential (T43.6),53
DE,2021,Methadone (T40.3),42
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",407
DE,2021,"Opioids (T40.0-T40.4,T40.6)",420
DE,2021,Psychostimulants with abuse potential (T43.6),54
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",413
DE,2021,Methadone (T40.3),40
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87
DE,2021,"Opioids (T40.0-T40.4,T40.6)",406
DE,2021,Methadone (T40.3),40
DE,2021,Psychostimulants with abuse potential (T43.6),46
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",400
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",83
DE,2021,"Opioids (T40.0-T40.4,T40.6)",412
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",407
DE,2021,Psychostimulants with abuse potential (T43.6),50
DE,2021,Methadone (T40.3),41
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85
DE,2021,"Opioids (T40.0-T40.4,T40.6)",423
DE,2021,Psychostimulants with abuse potential (T43.6),53
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",418
DE,2021,Number of Deaths,"11,531"
DE,2021,Methadone (T40.3),42
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",86
DE,2021,Psychostimulants with abuse potential (T43.6),49
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",411
DE,2021,"Opioids (T40.0-T40.4,T40.6)",416
DE,2021,Methadone (T40.3),42
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",83
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76
DE,2021,Methadone (T40.3),34
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",415
DE,2021,"Opioids (T40.0-T40.4,T40.6)",422
DE,2021,Psychostimulants with abuse potential (T43.6),51
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",399
DE,2021,Methadone (T40.3),32
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76
DE,2021,Psychostimulants with abuse potential (T43.6),45
DE,2021,"Opioids (T40.0-T40.4,T40.6)",406
DE,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",390
DE,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",78
DE,2021,Methadone (T40.3),36
FL,2019,Heroin ,743
DE,2021,Psychostimulants with abuse potential (T43.6),47
DE,2021,"Opioids (T40.0-T40.4,T40.6)",396
DE,2022,"Synthetic opioids, excl. methadone and rehabilitory compounds",447
DE,2022,Methadone (T40.3),21
DE,2022,Psychostimulants with abuse potential (T43.6),55
DE,2022,"Opioids (T40.0-T40.4,T40.6)",442
DE,2022,Other natural & semi-synthetic opioids,50
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",432
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",65
DE,2022,Cocaine,209
DE,2022,Psychostimulants with abuse potential (T43.6),58
DE,2022,Methadone (T40.3),26
DE,2022,"Opioids (T40.0-T40.4,T40.6)",470
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",63
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",461
DE,2022,"Opioids (T40.0-T40.4,T40.6)",444
DE,2022,Psychostimulants with abuse potential (T43.6),51
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",435
FL,2020,Heroin ,763
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",69
DE,2022,Methadone (T40.3),25
DE,2022,"Opioids (T40.0-T40.4,T40.6)",445
DE,2022,Psychostimulants with abuse potential (T43.6),48
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",437
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",76
DE,2022,Methadone (T40.3),31
DE,2022,Psychostimulants with abuse potential (T43.6),60
DE,2022,"Opioids (T40.0-T40.4,T40.6)",462
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",453
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",61
DE,2022,Number of Deaths,"11,693"
DE,2022,Methadone (T40.3),24
DE,2022,Psychostimulants with abuse potential (T43.6),59
DE,2022,"Opioids (T40.0-T40.4,T40.6)",459
DE,2022,Methadone (T40.3),24
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",450
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",61
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",433
DE,2022,Methadone (T40.3),21
DE,2022,"Opioids (T40.0-T40.4,T40.6)",442
DE,2022,Psychostimulants with abuse potential (T43.6),53
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",69
DE,2022,Methadone (T40.3),22
DE,2022,Psychostimulants with abuse potential (T43.6),62
DE,2022,"Opioids (T40.0-T40.4,T40.6)",449
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",65
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",441
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",65
DE,2022,Methadone (T40.3),33
DE,2022,"Opioids (T40.0-T40.4,T40.6)",473
DE,2022,Psychostimulants with abuse potential (T43.6),59
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",465
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",471
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",67
DE,2022,"Opioids (T40.0-T40.4,T40.6)",480
DE,2022,Psychostimulants with abuse potential (T43.6),64
DE,2022,Methadone (T40.3),32
DE,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",478
DE,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",64
DE,2022,Number of Drug Overdose Deaths,551
DE,2022,"Opioids (T40.0-T40.4,T40.6)",487
